"source_id","table","title","url","status_code","ok","issue","fix_applied","new_url","red_team_verdict","checked_date"
"src-wilmington-wikipedia","Source","","https://en.wikipedia.org/wiki/Wilmington,_Delaware","200","true","","","","","2026-07-07"
"src-wilmington-visit-tourism","Source","","https://www.visitwilmingtonde.com/","200","true","","","","","2026-07-07"
"src-bennington-nps-bennington-battlefield","Source","","https://parks.ny.gov/historic-sites/35/details.aspx","200","false","redirects to wrong page","true","https://parks.ny.gov/historic-sites/benningtonbattlefield/details.aspx","","2026-07-07"
"src-bennington-vermont-historical-society","Source","","https://vermonthistory.org/","200","true","","","","","2026-07-07"
"src-bennington-bennington-museum","Source","","https://www.benningtonmuseum.org/","200","true","","","","","2026-07-07"
"src-bennington-wikipedia","Source","","https://en.wikipedia.org/wiki/Battle_of_Bennington","200","true","","","","","2026-07-07"
"src-bennington-visit-tourism","Source","","https://www.bennington.com/","200","true","","","","","2026-07-07"
"src-brattleboro-vermont-independence-1777","Source","Declaration of Independence of Vermont, January 15, 1777","https://www.sec.state.vt.us/archives-records.aspx","0","false","connection error","true","https://avalon.law.yale.edu/18th_century/vt01.asp","INACCESSIBLE","2026-07-07"
"src-brattleboro-vermont-historical-society-records","Source","","https://vermonthistory.org/","200","true","","","","","2026-07-07"
"src-brattleboro-wikipedia","Source","","https://en.wikipedia.org/wiki/Brattleboro,_Vermont","200","true","","","","","2026-07-07"
"src-brattleboro-visit-tourism","Source","","https://www.brattleborochamber.org/","200","true","","","","","2026-07-07"
"src-castine-massachusetts-general-court-records","Source","Massachusetts General Court: Penobscot Expedition Committee Reports, 1779-1782","https://www.sec.state.ma.us/arc/","200","true","","","","INACCESSIBLE","2026-07-07"
"src-castine-nps-penobscot","Source","","https://wilsonmuseum.org/","0","false","connection error","true","https://www.wilsonmuseum.org/","","2026-07-07"
"src-castine-paul-revere-penobscot","Source","Paul Revere's Deposition Regarding the Penobscot Expedition, 1779","https://www.masshist.org/","200","true","","","","ISSUE","2026-07-07"
"src-castine-maine-historic-preservation","Source","","https://www.maine.gov/mhpc/","200","true","","","","","2026-07-07"
"src-portland-continental-congress-falmouth","Source","Journals of the Continental Congress: Falmouth Burning Resolution, November 1775","https://memory.loc.gov/ammem/amlaw/lwjc.html","403","true","bot-blocked","","","INACCESSIBLE","2026-07-07"
"src-portland-massachusetts-provincial-congress","Source","Records of the Massachusetts Provincial Congress: Falmouth Relief Measures, 1775","https://www.sec.state.ma.us/arc/","200","true","","","","INACCESSIBLE","2026-07-07"
"src-portland-maine-historical-society","Source","","https://www.mainehistory.org/","200","true","","","","","2026-07-07"
"src-portland-maine-historic-preservation-portland","Source","","https://www.maine.gov/mhpc/","200","true","","","","","2026-07-07"
"src-portland-wikipedia-falmouth","Source","","https://en.wikipedia.org/wiki/Burning_of_Falmouth_(1775)","404","false","","true","https://en.wikipedia.org/wiki/Burning_of_Falmouth","","2026-07-07"
"src-portland-visit-portland","Source","","https://www.visitportland.com/","200","true","","","","","2026-07-07"
"src-kaskaskia-clark-memoir","Source","George Rogers Clark's Memoir (Clark to Mason, 1791)","https://www.loc.gov/item/mm79070887/","403","true","bot-blocked","","","INACCESSIBLE","2026-07-07"
"src-kaskaskia-virginia-state-papers","Source","Virginia State Papers: George Rogers Clark Correspondence, 1778-1779","https://www.lva.virginia.gov/","200","true","","","","ISSUE","2026-07-07"
"src-kaskaskia-nps-lincoln-trail","Source","","https://www.nps.gov/gero/index.htm","200","true","","","","","2026-07-07"
"src-castine-wikipedia-penobscot","Source","","https://en.wikipedia.org/wiki/Penobscot_Expedition","200","true","","","","","2026-07-07"
"src-castine-visit-castine","Source","","https://castine.me.us/","200","true","","","","","2026-07-07"
"src-kaskaskia-wikipedia","Source","","https://en.wikipedia.org/wiki/Capture_of_Kaskaskia","404","false","","true","https://en.wikipedia.org/wiki/Illinois_campaign","","2026-07-07"
"src-kaskaskia-illinois-tourism","Source","","https://www.dnr.illinois.gov/Parks/Pages/Kaskaskia.aspx","404","false","","true","https://dnrhistoric.illinois.gov/experience/sites/site.fort-kaskaskia.html","","2026-07-07"
"src-marietta-northwest-ordinance","Source","An Ordinance for the Government of the Territory of the United States, North-Wes","https://www.archives.gov/milestone-documents/northwest-ordinance","200","true","","","","PASS","2026-07-07"
"src-marietta-nps-mound-city","Source","","https://www.nps.gov/hocu/index.htm","200","true","","","","","2026-07-07"
"src-marietta-ohio-history-connection","Source","","https://www.ohiohistory.org/","200","true","","","","","2026-07-07"
"src-marietta-campus-martius-museum","Source","","https://www.ohiohistory.org/visit/museum-and-site-locator/campus-martius-museum/","404","false","","true","https://www.ohiohistory.org/visit/browse-historical-sites/campus-martius-museum/","","2026-07-07"
"src-wheeling-continental-congress-northwest","Source","Journals of the Continental Congress: Western Land and Defense Resolutions, 1779","https://memory.loc.gov/ammem/amlaw/lwjc.html","403","true","bot-blocked","","","INACCESSIBLE","2026-07-07"
"src-wheeling-archives-wv","Source","","https://archives.wv.gov/","0","false","connection error","true","https://archive.wvculture.org/history/archives/services.html","","2026-07-07"
"src-wheeling-wikipedia-fort-henry","Source","","https://en.wikipedia.org/wiki/Battle_of_Fort_Henry_(1777)","404","false","","true","https://en.wikipedia.org/wiki/Siege_of_Fort_Henry_(1777)","","2026-07-07"
"src-wheeling-visit-tourism","Source","","https://www.visitwheeling.com/","200","true","","","","","2026-07-07"
"source-concord-wikipedia","Source","","https://en.wikipedia.org/wiki/Battles_of_Lexington_and_Concord","200","true","","","","","2026-07-07"
"source-boston-wikipedia-tea-party","Source","","https://en.wikipedia.org/wiki/Boston_Tea_Party","200","true","","","","","2026-07-07"
"source-cambridge-wikipedia-siege","Source","","https://en.wikipedia.org/wiki/Siege_of_Boston","200","true","","","","","2026-07-07"
"source-arlington-wikipedia-menotomy","Source","","https://en.wikipedia.org/wiki/Battle_of_Menotomy","200","true","","","","","2026-07-07"
